gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,age,diverging_job_title,post_code_cut,diverging_post_code
Female,21,1973-04-14,Engineer,Retail,Mass Customer,No,7,06 Main Alley,4300,QLD,4,44,Other,"(4250,4350]",Other
Male,22,1994-09-30,Engineer,Manufacturing,Mass Customer,No,3,22 Muir Avenue,2148,NSW,5,22,Other,"(2050,2150]",Other
Female,60,1995-10-19,Executive Secretary,n/a,Mass Customer,Yes,3,4871 Caliangt Hill,4102,QLD,8,21,Other,"(4050,4150]",Other
Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,Yes,5,47776 Packers Street,3226,VIC,8,34,Other,"(3150,3250]",Other
Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,Yes,10,535 Graedel Circle,2444,NSW,7,20,Other,"(2350,2450]",Other
Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,No,12,9 Stephen Center,4122,QLD,4,60,Other,"(4050,4150]",Other
Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,No,12,074 Badeau Crossing,3250,VIC,2,57,Other,"(3150,3250]",Other
Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,No,17,4897 Melody Road,2566,NSW,9,60,Civil Engineer,"(2550,2650]",Other
Male,62,1998-08-16,Pharmacist,Health,Mass Customer,Yes,1,096 Gateway Road,2747,NSW,8,18,Other,"(2650,2750]",Other
Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,Yes,9,68 Bluestem Center,3166,VIC,10,74,Other,"(3150,3250]",Other
Female,45,1980-09-13,Automation Specialist,Property,High Net Worth,Yes,5,6 Maple Plaza,2042,NSW,10,36,Other,"[1950,2050]",Other
Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,Yes,18,6812 Gina Point,3082,VIC,7,38,Other,"(3050,3150]",Other
Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,Yes,11,1 Becker Parkway,4350,QLD,2,64,Other,"(4250,4350]",Other
Female,67,1939-11-08,Human Resources Assistant,Health,Affluent Customer,Yes,22,52201 Tony Avenue,2088,NSW,9,77,Other,"(2050,2150]",Other
Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,Yes,12,2382 Anthes Crossing,2153,NSW,10,57,Other,"(2150,2250]",Other
Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,No,15,44350 Buell Alley,4018,QLD,6,59,Other,"(3950,4050]",Other
Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,Yes,8,23 Del Sol Alley,3064,VIC,6,38,Marketing Manager,"(3050,3150]",Other
Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,No,3,79 Mockingbird Plaza,3163,VIC,7,36,Other,"(3150,3250]",Other
Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,No,10,858 Portage Hill,2770,NSW,7,63,Other,"(2750,2850]",Other
Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,Yes,7,629 Grasskamp Junction,2200,NSW,9,17,Other,"(2150,2250]",Other
Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,No,4,88 Aberg Circle,3806,VIC,8,26,Other,"(3750,3850]",Other
Male,57,1947-04-06,Account Representative,Health,High Net Worth,Yes,21,18 Morning Circle,3012,VIC,2,70,Other,"(2950,3050]","(2950,3050]"
Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,No,14,7523 Eggendart Hill,4151,QLD,10,52,Other,"(4150,4250]",Other
Male,11,1961-07-31,Environmental Specialist,n/a,High Net Worth,Yes,12,2 Mandrake Street,2221,NSW,11,55,Other,"(2150,2250]",Other
Female,87,1958-07-28,Statistician,Financial Services,Mass Customer,No,8,727 Morrow Parkway,3197,VIC,9,58,Other,"(3150,3250]",Other
Male,95,1974-07-28,Product Engineer,Health,Mass Customer,Yes,12,83497 Memorial Plaza,2570,NSW,11,42,Other,"(2550,2650]",Other
Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,No,4,488 Briar Crest Court,2101,NSW,12,50,Other,"(2050,2150]",Other
Female,76,1961-08-23,Nurse,Health,High Net Worth,Yes,7,78451 South Street,2380,NSW,3,55,Other,"(2350,2450]",Other
Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,No,8,6 Prairieview Pass,2770,NSW,6,63,Other,"(2750,2850]",Other
Male,88,1974-09-28,Programmer Analyst,Financial Services,Affluent Customer,No,11,4787 Golf Terrace,3163,VIC,7,42,Other,"(3150,3250]",Other
Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,Yes,1,4 Pine View Junction,3021,VIC,8,21,Other,"(2950,3050]","(2950,3050]"
Female,57,1956-03-08,Automation Specialist,Manufacturing,Mass Customer,No,19,097 Hollow Ridge Alley,2118,NSW,11,61,Other,"(2050,2150]",Other
Male,43,1948-08-03,Automation Specialist,Manufacturing,Affluent Customer,Yes,13,860 Barby Lane,4275,QLD,9,68,Other,"(4250,4350]",Other
Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,Yes,13,6412 Butternut Road,2050,NSW,10,23,Assistant Manager,"[1950,2050]",Other
Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,No,7,891 Sachtjen Hill,4170,QLD,9,75,Other,"(4150,4250]",Other
Female,22,1997-03-03,GIS Technical Architect,n/a,Affluent Customer,Yes,13,22 Farmco Avenue,3851,VIC,3,20,Other,"(3850,3950]",Other
Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,No,14,7650 Gulseth Parkway,3139,VIC,7,52,Other,"(3050,3150]",Other
Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,Yes,20,24815 Lindbergh Avenue,2749,NSW,7,78,Other,"(2650,2750]",Other
Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,No,11,924 Lindbergh Court,2226,NSW,9,23,Other,"(2150,2250]",Other
Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,Yes,5,1 Manitowish Court,2259,NSW,9,60,Analog Circuit Design manager,"(2250,2350]",Other
Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,No,5,9 Derek Alley,3058,VIC,9,36,Other,"(3050,3150]",Other
Male,57,1956-10-05,Project Manager,IT,Mass Customer,Yes,9,1 Mandrake Way,3844,VIC,1,60,Project Manager,"(3750,3850]",Other
Male,51,1972-07-02,Design Engineer,Property,Mass Customer,Yes,6,4011 Prairieview Court,2031,NSW,12,44,Design Engineer,"[1950,2050]",Other
Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,Yes,15,53877 Dakota Crossing,2871,NSW,3,17,Civil Engineer,"(2850,2950]","(2850,2950]"
Male,31,1984-09-01,Executive Secretary,n/a,High Net Worth,No,5,49 Northfield Drive,2145,NSW,9,32,Other,"(2050,2150]",Other
Female,54,2000-03-24,Systems Administrator,IT,Mass Customer,Yes,6,0 Summit Center,4019,QLD,4,17,Other,"(3950,4050]",Other
Male,5,1961-10-02,Software Test Engineer,Manufacturing,Mass Customer,No,18,66 Shopko Circle,3806,VIC,8,55,Other,"(3750,3850]",Other
Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,Yes,7,370 Eastwood Road,4133,QLD,5,75,Other,"(4050,4150]",Other
Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,No,10,20 Hoffman Park,2145,NSW,9,57,Other,"(2050,2150]",Other
Female,38,1952-08-21,Accountant,Property,Affluent Customer,No,11,6293 Hooker Point,2099,NSW,10,64,Other,"(2050,2150]",Other
Male,1,1970-12-30,Assistant Professor,n/a,Mass Customer,No,13,64467 Pankratz Pass,3023,VIC,7,46,Other,"(2950,3050]","(2950,3050]"
Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,No,8,900 Brown Junction,2291,NSW,10,53,Other,"(2250,2350]",Other
Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,No,9,8845 Spaight Way,3049,VIC,6,21,Other,"(2950,3050]","(2950,3050]"
Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,5,85420 Myrtle Road,2114,NSW,8,44,Other,"(2050,2150]",Other
Female,77,1973-03-24,Account Executive,Health,Mass Customer,No,8,6315 Mendota Parkway,2263,NSW,7,44,Other,"(2250,2350]",Other
Male,27,1967-03-02,Help Desk Technician,n/a,Affluent Customer,No,17,66904 American Ash Hill,4814,QLD,5,50,Other,"(4750,4850]","(4750,4850]"
Male,10,2000-05-06,Software Test Engineer,Health,Affluent Customer,No,16,34020 Sheridan Park,2768,NSW,9,17,Other,"(2750,2850]",Other
Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,Yes,8,58 Meadow Valley Court,2330,NSW,5,59,Other,"(2250,2350]",Other
Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,No,17,07 Acker Pass,3178,VIC,8,26,General Manager,"(3150,3250]",Other
Male,39,1960-12-27,Geologist,Manufacturing,Affluent Customer,Yes,6,31815 Vermont Drive,4227,QLD,5,56,Other,"(4150,4250]",Other
Female,16,1961-02-10,Help Desk Operator,n/a,High Net Worth,Yes,10,5070 Division Parkway,3910,VIC,9,56,Other,"(3850,3950]",Other
Female,58,1987-11-16,Developer,Entertainment,High Net Worth,No,9,659 Comanche Plaza,2153,NSW,10,29,Other,"(2150,2250]",Other
Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,Yes,13,5 Myrtle Junction,4128,QLD,2,38,Other,"(4050,4150]",Other
Female,64,1984-05-15,Software Consultant,Health,High Net Worth,No,16,723 Grayhawk Way,3934,VIC,8,33,Other,"(3850,3950]",Other
Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,No,3,55 Dorton Point,4154,QLD,9,28,Other,"(4150,4250]",Other
Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,No,17,9 Killdeer Circle,2643,NSW,2,66,Other,"(2550,2650]",Other
Female,45,1958-05-15,Assistant Manager,n/a,High Net Worth,Yes,14,04 Miller Drive,2477,NSW,6,59,Assistant Manager,"(2450,2550]",Other
Female,59,1990-12-21,Pharmacist,Health,Mass Customer,No,16,64213 Miller Point,2071,NSW,9,26,Other,"(2050,2150]",Other
Male,51,1981-04-06,Teacher,Property,Mass Customer,Yes,3,24593 Jackson Parkway,2231,NSW,10,36,Other,"(2150,2250]",Other
Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,Yes,15,0504 Nevada Drive,2155,NSW,10,44,Other,"(2150,2250]",Other
Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,Yes,5,817 Loftsgordon Road,3029,VIC,4,57,General Manager,"(2950,3050]","(2950,3050]"
Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,No,20,30 Lukken Point,4159,QLD,9,59,Research Associate,"(4150,4250]",Other
Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,No,3,4 Kingsford Trail,4051,QLD,4,19,Other,"(4050,4150]",Other
Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,Yes,13,42 3rd Plaza,2250,NSW,7,39,Other,"(2150,2250]",Other
Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,Yes,21,21712 Texas Court,3429,VIC,5,66,Other,"(3350,3450]","(3350,3450]"
Female,98,1976-07-25,Statistician,Manufacturing,Affluent Customer,No,8,122 Marcy Park,2213,NSW,10,40,Other,"(2150,2250]",Other
Female,30,1987-09-09,Software Engineer,Telecommunications,Mass Customer,Yes,12,293 Mendota Park,2154,NSW,10,29,Other,"(2150,2250]",Other
Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,No,14,47 Scofield Junction,3620,VIC,4,42,Other,"(3550,3650]","(3550,3650]"
Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,No,6,9 Washington Center,3340,VIC,4,56,Project Manager,"(3250,3350]",Other
Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,7109 Grayhawk Avenue,3073,VIC,6,53,Other,"(3050,3150]",Other
Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,Yes,8,70 Evergreen Hill,3207,VIC,8,52,Other,"(3150,3250]",Other
Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,Yes,11,20139 Lakewood Plaza,2440,NSW,3,71,Other,"(2350,2450]",Other
Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,No,17,9 Memorial Road,4132,QLD,4,77,Other,"(4050,4150]",Other
Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,No,20,3094 Elka Place,2166,NSW,9,70,Other,"(2150,2250]",Other
Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,Yes,21,31 Schurz Parkway,3181,VIC,8,43,Other,"(3150,3250]",Other
Female,5,1954-09-06,Chief Design Engineer,n/a,Mass Customer,Yes,7,85894 Amoth Court,4125,QLD,7,62,Other,"(4050,4150]",Other
Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,Yes,8,955 Burning Wood Way,2478,NSW,3,46,Other,"(2450,2550]",Other
Male,90,1974-05-28,Software Test Engineer,Retail,Mass Customer,No,8,27 Crownhardt Center,3934,VIC,10,43,Other,"(3850,3950]",Other
Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,No,5,41002 Loomis Park,2010,NSW,9,24,Analog Circuit Design manager,"[1950,2050]",Other
Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,No,8,10 Cottonwood Point,2530,NSW,7,75,Other,"(2450,2550]",Other
Female,44,1988-08-22,Software Engineer,Manufacturing,High Net Worth,Yes,4,2115 Maryland Alley,2320,NSW,9,28,Other,"(2250,2350]",Other
Female,35,1992-03-26,Account Executive,Health,Mass Customer,No,17,6 Milwaukee Hill,3015,VIC,4,25,Other,"(2950,3050]","(2950,3050]"
Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,Yes,11,6792 Kropf Hill,2049,NSW,11,23,Other,"[1950,2050]",Other
Male,23,1983-06-26,Teacher,Health,High Net Worth,No,2,37 Mesta Road,3198,VIC,8,33,Other,"(3150,3250]",Other
Female,26,1976-11-25,Operator,n/a,Mass Customer,No,3,85340 Hovde Way,3153,VIC,7,40,Other,"(3150,3250]",Other
Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,Yes,6,02643 Moose Court,4500,QLD,7,51,Other,"(4450,4550]",Other
Female,14,1994-11-28,Payment Adjustment Coordinator,n/a,High Net Worth,No,13,58770 Monterey Plaza,2122,NSW,12,22,Other,"(2050,2150]",Other
Male,12,1969-04-29,Geologist,Financial Services,Mass Customer,Yes,6,2941 Loftsgordon Hill,3337,VIC,7,48,Other,"(3250,3350]",Other
Female,59,1995-08-13,Operator,Retail,Mass Customer,Yes,15,345 Fieldstone Park,2121,NSW,11,21,Other,"(2050,2150]",Other
Female,83,1964-02-01,VP Quality Control,n/a,Mass Customer,Yes,9,251 Pierstorff Alley,4170,QLD,9,53,Other,"(4150,4250]",Other
Female,78,1998-10-14,Web Designer,Retail,Mass Customer,No,7,220 Cody Alley,3075,VIC,8,18,Other,"(3050,3150]",Other
Female,62,1967-01-03,Programmer,n/a,Mass Customer,No,4,34 Bunting Pass,3048,VIC,4,50,Other,"(2950,3050]","(2950,3050]"
Female,0,1975-07-30,Accountant,Financial Services,Mass Customer,No,10,99 Park Meadow Hill,2570,NSW,9,41,Other,"(2550,2650]",Other
Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,No,11,4 Bluestem Pass,3564,VIC,3,30,Recruiting Manager,"(3550,3650]","(3550,3650]"
Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,Yes,7,078 Erie Point,2760,NSW,10,48,Other,"(2750,2850]",Other
Female,25,1980-12-19,Research Assistant,Manufacturing,Mass Customer,Yes,13,6 Hansons Crossing,4123,QLD,6,36,Other,"(4050,4150]",Other
Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,Yes,15,8 Saint Paul Junction,2066,NSW,10,42,Human Resources Manager,"(2050,2150]",Other
Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,No,1,14067 Armistice Plaza,2770,NSW,8,22,Other,"(2750,2850]",Other
Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,No,18,8491 Pennsylvania Crossing,4035,QLD,6,53,Other,"(3950,4050]",Other
Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,No,14,59208 Barnett Avenue,2104,NSW,12,56,Civil Engineer,"(2050,2150]",Other
Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,Yes,15,36 Killdeer Crossing,2705,NSW,1,31,Other,"(2650,2750]",Other
Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,Yes,15,305 Sloan Junction,2168,NSW,8,66,Other,"(2150,2250]",Other
Female,30,1967-08-23,Nurse,Property,Affluent Customer,Yes,4,88 Shopko Way,2034,NSW,9,49,Other,"[1950,2050]",Other
Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,Yes,13,446 High Crossing Way,4165,QLD,5,51,Senior Quality Engineer,"(4150,4250]",Other
Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,Yes,10,1530 Columbus Lane,3186,VIC,12,16,Other,"(3150,3250]",Other
Male,63,1968-06-12,Recruiter,n/a,Affluent Customer,Yes,17,669 Declaration Street,3810,VIC,6,48,Other,"(3750,3850]",Other
Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,Yes,5,9 Ruskin Way,3228,VIC,9,50,Other,"(3150,3250]",Other
Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,No,9,8 Burning Wood Junction,2232,NSW,10,78,Other,"(2150,2250]",Other
Male,77,1977-02-12,Web Designer,Argiculture,Mass Customer,Yes,13,5 Melvin Park,3810,VIC,5,40,Other,"(3750,3850]",Other
Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,Yes,9,21316 Ohio Place,2121,NSW,12,30,Other,"(2050,2150]",Other
Female,71,1992-04-08,Mechanical Systems Engineer,n/a,Mass Customer,Yes,3,93 Sutherland Terrace,2560,NSW,8,25,Other,"(2550,2650]",Other
Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,Yes,22,1560 Grim Avenue,4720,QLD,1,65,Senior Quality Engineer,"(4650,4750]",Other
Male,45,1956-06-25,Sales Associate,Property,Mass Customer,No,8,1 Quincy Road,2565,NSW,5,60,Other,"(2550,2650]",Other
Female,5,1951-09-17,Quality Control Specialist,n/a,Mass Customer,No,21,607 Memorial Avenue,2074,NSW,11,65,Other,"(2050,2150]",Other
Female,83,1987-09-21,Research Nurse,Health,Mass Customer,No,15,9460 Monument Park,3277,VIC,4,29,Other,"(3250,3350]",Other
Male,41,1959-09-18,Web Developer,IT,Mass Customer,Yes,7,72 Village Terrace,2250,NSW,8,57,Other,"(2150,2250]",Other
Female,44,1997-10-23,Geologist,Health,Mass Customer,No,15,694 Coolidge Center,2620,NSW,7,19,Other,"(2550,2650]",Other
Female,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,Yes,11,31854 Anniversary Terrace,2322,NSW,7,74,Other,"(2250,2350]",Other
Female,60,1954-05-14,Help Desk Operator,Property,Mass Customer,Yes,9,260 Briar Crest Drive,4209,QLD,6,63,Other,"(4150,4250]",Other
Male,59,1974-05-15,Automation Specialist,Manufacturing,Mass Customer,Yes,15,56 Moland Crossing,3356,VIC,3,43,Other,"(3350,3450]","(3350,3450]"
Female,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,Yes,8,1 Shelley Pass,4118,QLD,3,43,Other,"(4050,4150]",Other
Male,38,1959-07-13,Compensation Analyst,Financial Services,Mass Customer,Yes,6,0535 Jay Point,2422,NSW,4,57,Other,"(2350,2450]",Other
Female,15,1990-07-02,Office Assistant,Retail,Mass Customer,No,3,6 Caliangt Way,3079,VIC,12,26,Other,"(3050,3150]",Other
Male,60,1959-10-07,Paralegal,Financial Services,Affluent Customer,No,9,2 Sloan Way,2200,NSW,7,57,Other,"(2150,2250]",Other
Male,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,No,6,04 Union Crossing,2196,NSW,10,15,Other,"(2150,2250]",Other
Female,17,1954-10-05,Budget/Accounting Analyst,Financial Services,Affluent Customer,Yes,15,33475 Fair Oaks Junction,4702,QLD,2,62,Other,"(4650,4750]",Other
Male,30,1952-12-17,Financial Advisor,Financial Services,Mass Customer,Yes,19,57666 Victoria Way,4215,QLD,2,64,Other,"(4150,4250]",Other
Male,56,1955-10-02,Staff Accountant,Property,Mass Customer,Yes,14,21875 Grover Drive,2010,NSW,9,61,Other,"[1950,2050]",Other
